Title,Director,Country,Year,Decade,Duration,Description,Total Hours,Url,titleYear_x,newTitleYear,tconst,averageRating,numVotes,primaryTitle,originalTitle,startYear,titleYear_y,isDuplicated
Tales of a Golden Geisha,Juzo Itami,Japan,1990,1990s,1:58,Nobuko Miyamoto stars as a geisha who brings good luck to the men she sleeps with.,1.97,https://www.criterionchannel.com/tales-of-a-golden-geisha,Tales of a Golden Geisha 1990,Tales of a Golden Geisha 1990,tt0098972,6.4,214,Tales of a Golden Geisha,Ageman,1990,Tales of a Golden Geisha 1990,False
The Tall Target,Anthony Mann,United States,1951,1950s,1:17,"Former police officer John Kennedy (Dick Powell) doesn’t have a ticket, but he’s determined to stay aboard the overnight train rolling from New York to Washington, DC. He’s convinced that someone among the passengers intends to kill newly elected President Abraham Lincoln when the train stops in Baltimore. The true-life Baltimore Plot provides the inspiration for this crackling thriller directed with film noir overtones by Anthony Mann and possessed of a real feeling for the powder-keg political atmosphere of 1861.",1.28,https://www.criterionchannel.com/the-tall-target,The Tall Target 1951,The Tall Target 1951,tt0044105,7.2,1748,The Tall Target,The Tall Target,1951,The Tall Target 1951,False
Tampopo,Juzo Itami,Japan,1985,1980s,1:54,"The tale of an eccentric band of culinary ronin who guide the widow of a noodle-shop owner on her quest for the perfect recipe, this rapturous “ramen western” by Japanese director Juzo Itami is an entertaining, genre-bending adventure underpinned by a deft satire of the way social conventions distort the most natural of human urges, our appetites. Interspersing the efforts of Tampopo (Nobuko Miyamoto) and friends to make her café a success with the erotic exploits of a gastronome gangster and glimpses of food culture both high and low, the sweet, sexy, and surreal TAMPOPO is a lavishly inclusive paean to the sensual joys of nourishment, and one of the most mouthwatering examples of food on film ever made.",1.9,https://www.criterionchannel.com/tampopo,Tampopo 1985,Tampopo 1985,tt0092048,7.9,16197,Tampopo,Tampopo,1985,Tampopo 1985,False
Taste of Cherry,Abbas Kiarostami,Iran,1997,1990s,1:39,"The first Iranian film to win the Palme d’Or, this austere, emotionally complex drama by the great Abbas Kiarostami follows the middle-aged Mr. Badii (Homayoun Ershadi) as he drives around the hilly outskirts of Tehran looking for someone who will agree to dispose of his body after he commits suicide, a taboo under Islam. Extended conversations with three passengers (a soldier, a seminarian, and a taxidermist) elicit different views of mortality and individual choice. Operating at once as a closely observed, realistic story and a fable populated by archetypal figures, TASTE OF CHERRY challenges the viewer to consider what often goes unexamined in everyday life.",1.65,https://www.criterionchannel.com/taste-of-cherry,Taste of Cherry 1997,Taste of Cherry 1997,tt0120265,7.8,24373,Taste of Cherry,Ta'm e guilass,1997,Taste of Cherry 1997,False
A Taste of Honey,Tony Richardson,United Kingdom,1961,1960s,1:40,"The revolutionary British New Wave films of the early 1960s were celebrated for their uncompromising depictions of working-class lives and relations between the sexes. Directed by Tony Richardson, a leading light of that movement, and based on one of the most controversial plays of its time, A TASTE OF HONEY stars Rita Tushingham, in a star-making debut role, as a disaffected teenager finding her way amid the economic desperation of industrial Manchester, and despite an absent, self-absorbed mother. With its unapologetic identification with social outcasts and its sensitive, modern approach to matters of sexuality and race, Richardson's classic is a still startling benchmark work of realism.",1.67,https://www.criterionchannel.com/a-taste-of-honey,A Taste of Honey 1961,A Taste of Honey 1961,tt0055506,7.5,4971,A Taste of Honey,A Taste of Honey,1961,A Taste of Honey 1961,False
The Tattered Wings,Keisuke Kinoshita,Japan,1955,1950s,1:39,"First love is often hot and heavy, but short-lived. A woman endures the hardships of an abusive husband for too long, and when an old lover returns she begins to fan that flame. As things heat up between these childhood sweethearts, her family expresses their disapproval. Energized by the warmth of her former beau she considers setting her current relationship ablaze.",1.65,https://www.criterionchannel.com/the-tattered-wings,The Tattered Wings 1955,The Tattered Wings 1955,tt0048731,6.7,69,The Tattered Wings,Tooi kumo,1955,The Tattered Wings 1955,False
A Taxing Woman,Juzo Itami,Japan,1987,1980s,2:07,A fierce and dedicated tax collector ruthlessly pursues a hood operating adult motels and crooked real estate deals.,2.12,https://www.criterionchannel.com/a-taxing-woman,A Taxing Woman 1987,A Taxing Woman 1987,tt0093502,7.3,1736,A Taxing Woman,Marusa no onna,1987,A Taxing Woman 1987,False
A Taxing Woman's Return,Juzo Itami,Japan,1988,1980s,2:08,Ryôko Itakura returns as the tough-as-nails government taxing agent. This time she must figure out a way to expose a fanatical religious cult lead by a corrupt sociopath.,2.13,https://www.criterionchannel.com/a-taxing-woman-s-return,A Taxing Woman's Return 1988,A Taxing Woman's Return 1988,tt0095597,6.8,569,A Taxing Woman's Return,Marusa no onna 2,1988,A Taxing Woman's Return 1988,False
Ten Nights in a Bar Room,Roy Calnek,United States,1926,1920s,1:03,"Based on the hugely popular 1854 temperance novel by Timothy Shay Arthur (and William W. Pratt’s 1858 stage adaptation), Roy Calnek’s TEN NIGHTS IN A BAR ROOM boasts a masterful performance by Charles Sidney Gilpin as a father whose life and family are devastated by his alcoholism.",1.05,https://www.criterionchannel.com/ten-nights-in-a-bar-room,Ten Nights in a Bar Room 1926,Ten Nights in a Barroom 1926,tt0139641,6.2,112,Ten Nights in a Barroom,Ten Nights in a Barroom,1926,Ten Nights in a Barroom 1926,False
Teorema,Pier Paolo Pasolini,Italy,1968,1960s,1:38,"One of the iconoclastic Pier Paolo Pasolini’s most radical provocations finds the auteur moving beyond the poetic, proletarian earthiness that first won him renown and notoriety with a coolly cryptic exploration of bourgeois spiritual emptiness. Terence Stamp stars as the mysterious stranger—perhaps an angel, perhaps a devil—who, one by one, seduces the members of a wealthy Milanese family (including European cinema icons Silvana Mangano, Massimo Girotti, Laura Betti, and Anne Wiazemsky), precipitating an existential crisis in each of their lives. Unfolding nearly wordlessly in a procession of sacred and profane images, this tantalizing metaphysical riddle—blocked from exhibition by the Catholic Church for degeneracy—is at once a blistering Marxist treatise on sex, religion, and art and a primal scream into the void.",1.63,https://www.criterionchannel.com/teorema,Teorema 1968,Teorema 1968,tt0063678,7.2,12299,Teorema,Teorema,1968,Teorema 1968,False
Terror of Mechagodzilla,Ishiro Honda,Japan,1975,1970s,1:23,"In Godzilla’s last gasp of the Showa era, aliens retrieve Mechagodzilla’s remains and rebuild it with the aid of an unhinged biologist (a scenery-chewing Akihiko Hirata), in hopes of defeating Godzilla for possession of planet Earth. This film marked the return of director Ishiro Honda, who had retired years earlier, disheartened by the increasingly kid-friendly approach of the series. For this final entry, Honda steers the King of the Monsters back into grim territory, interweaving an alien-invasion plot with a tale of tragic romance.",1.38,https://www.criterionchannel.com/terror-of-mechagodzilla,Terror of Mechagodzilla 1975,Terror of Mechagodzilla 1975,tt0073373,6.2,4358,Terror of Mechagodzilla,Mekagojira no gyakushu,1975,Terror of Mechagodzilla 1975,False
The Testament of Dr. Mabuse,Fritz Lang,Germany,1933,1930s,2:01,"Locked away in an asylum for a decade and teetering between life and death, the criminal mastermind Doctor Mabuse (Rudolf Klein-Rogge) has scribbled his last will and testament: a manifesto establishing a future empire of crime. When the document’s nefarious writings start leading to terrifying parallels in reality, it’s up to Berlin’s star detective, Inspector Lohmann (Otto Wernicke, reprising his role from M) to connect the most fragmented, maddening clues in a case unlike any other. A sequel to his enormously successful silent film DR. MABUSE: THE GAMBLER, Fritz Lang’s THE TESTAMENT OF DR. MABUSE reunites the director with the character that had effectively launched his career. Lang put slogans and ideas expounded by the Nazis into the mouth of a madman, warning his audience of an imminent menace, which was soon to become a reality. Nazi Minister of Information Joseph Goebbels saw the film as an instruction manual for terrorist action against the government and banned it for “endangering public order and security.” A landmark of mystery and suspense for countless espionage and noir thrillers to come, this is the complete, uncut original director’s version in a stunning new transfer.",2.02,https://www.criterionchannel.com/the-testament-of-dr-mabuse,The Testament of Dr. Mabuse 1933,The Testament of Dr. Mabuse 1933,tt0023563,8.0,11585,The Testament of Dr. Mabuse,Das Testament des Dr. Mabuse,1933,The Testament of Dr. Mabuse 1933,False
The Texas Chain Saw Massacre,Tobe Hooper,United States,1974,1970s,1:23,"Nearly fifty years ago, five youths on a weekend getaway in the Texas countryside fell prey to a butcher in a mask made of human skin and his cannibalistic family, and horror cinema would never be the same. Violent, confrontational, and shockingly realistic, director Tobe Hooper’s THE TEXAS CHAIN SAW MASSACRE terrified audiences in a way never thought possible when it was unleashed amid the tumultuous sociopolitical climate of 1970s America. Facing a storm of controversy, censorship, and outcry throughout its troubled release, this still-potent grindhouse landmark remains unparalleled in its impact as perhaps the most frightening film ever made.",1.38,https://www.criterionchannel.com/the-texas-chain-saw-massacre,The Texas Chain Saw Massacre 1974,The Texas Chain Saw Massacre 1974,tt0072271,7.5,138844,The Texas Chain Saw Massacre,The Texas Chain Saw Massacre,1974,The Texas Chain Saw Massacre 1974,False
T.G.M. - osvoboditel,Věra Chytilová,Czechoslovakia,1990,1990s,1:03,"Věra Chytilová employs a mix of photographs, archival footage, and reenactment to tell the story of Tomáš Garrigue Masaryk, the Czechoslovak politician, sociologist, and philosopher who served as the first elected president of Czechoslovakia following the fall of the Austro-Hungarian Empire in 1918. Made in the wake of the 1989 Velvet Revolution that brought about the end of one-party communist rule in Czechoslovakia, TGM THE LIBERATOR pays tribute to a national icon who has come to represent the highest ideals of democracy.",1.05,https://www.criterionchannel.com/tgm-the-liberator,T.G.M. - osvoboditel 1990,T.G.M. - osvoboditel 2018,tt0170651,7.1,9,T.G.M. - osvoboditel,T.G.M. - osvoboditel,2018,T.G.M. - osvoboditel 2018,False
